Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,name,Customerid
INN33925,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled,Jeffery Payne,33925
INN33926,2,0,0,2,Not Selected,0,Room_Type 1,88,2018,1,29,Online,0,0,0,69.5,1,Not_Canceled,Jenny Davila,33926
INN33927,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled,Gregory Abbott,33927
INN33928,3,0,1,2,Meal Plan 1,0,Room_Type 4,136,2018,9,30,Online,0,0,0,154.8,1,Canceled,Kelly Garcia,33928
INN33929,2,0,2,2,Meal Plan 1,0,Room_Type 1,109,2018,2,21,Online,0,0,0,62.7,0,Not_Canceled,Carrie Harris,33929
INN33930,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,22,Corporate,1,0,1,65,0,Not_Canceled,Amanda Baker,33930
INN33931,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100,1,Not_Canceled,Tara Dyer,33931
INN33932,2,0,1,5,Not Selected,0,Room_Type 4,57,2017,12,29,Online,0,0,0,103.62,1,Not_Canceled,John Scott,33932
INN33933,2,1,1,1,Meal Plan 1,0,Room_Type 1,14,2018,5,30,Online,0,0,0,134,1,Not_Canceled,Mary Olsen,33933
INN33934,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1,Not_Canceled,Eric Murillo,33934
INN33935,2,2,2,5,Meal Plan 1,0,Room_Type 6,113,2018,5,1,Online,0,0,0,167.45,0,Canceled,Jonathan Shah,33935
INN33936,2,0,2,3,Meal Plan 1,0,Room_Type 1,125,2017,10,15,Online,0,0,0,89.25,1,Not_Canceled,Colleen Johnson,33936
INN33937,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled,Megan Johnson,33937
INN33938,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,30,Corporate,0,0,0,73,1,Not_Canceled,Robert White,33938
INN33939,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled,Cody Walton,33939
INN33940,2,0,2,5,Meal Plan 1,0,Room_Type 1,171,2018,9,20,Offline,0,0,0,80.75,0,Canceled,Crystal Dennis,33940
INN33941,2,0,2,3,Meal Plan 1,0,Room_Type 1,134,2018,5,5,Online,0,0,0,99.45,1,Not_Canceled,Krista Hamilton,33941
INN33942,2,0,1,2,Meal Plan 1,0,Room_Type 4,61,2018,4,22,Online,0,0,0,118.8,0,Canceled,Michael Edwards,33942
INN33943,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled,Margaret Davis,33943
INN33944,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67,0,Not_Canceled,Wanda Curtis,33944
INN33945,2,0,2,1,Meal Plan 1,0,Room_Type 1,47,2018,8,28,Offline,0,0,0,72.25,0,Not_Canceled,Morgan Woodard,33945
INN33946,2,0,0,3,Not Selected,0,Room_Type 1,11,2018,6,30,Online,0,0,0,139,1,Canceled,Justin Evans,33946
INN33947,2,0,0,4,Meal Plan 1,1,Room_Type 2,215,2018,7,12,Online,0,0,0,91.13,1,Canceled,Susan Myers,33947
INN33948,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled,John Curtis,33948
INN33949,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Canceled,Mark Hall,33949
INN33950,2,0,0,3,Meal Plan 1,0,Room_Type 4,28,2017,12,31,Online,0,0,0,130.33,0,Canceled,Paul Bentley,33950
INN33951,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,3,21,Online,0,0,0,89,1,Not_Canceled,Angela Smith,33951
INN33952,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Corporate,0,0,0,70,0,Not_Canceled,Alexander Atkins,33952
INN33953,3,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,3,Online,0,0,0,174,1,Not_Canceled,Anita Price,33953
INN33954,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107,1,Not_Canceled,Gerald Kerr,33954
INN33955,2,0,1,0,Not Selected,1,Room_Type 1,6,2018,9,19,Online,0,0,0,183.1,0,Not_Canceled,Peter Daniels,33955
INN33956,2,0,1,2,Meal Plan 2,0,Room_Type 4,57,2018,12,30,Online,0,0,0,314.1,0,Not_Canceled,Cathy Norris,33956
INN33957,1,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,5,22,Aviation,0,0,0,110,0,Canceled,Matthew Little,33957
INN33958,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,18,Online,0,0,0,154.5,0,Not_Canceled,Amy Gutierrez,33958
INN33959,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91,0,Not_Canceled,James Lawson,33959
INN33960,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,2017,9,14,Online,0,0,0,105,2,Not_Canceled,James Castillo,33960
INN33961,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled,Robert Gonzalez,33961
INN33962,2,0,1,2,Meal Plan 1,0,Room_Type 4,36,2018,3,25,Online,0,0,0,137.4,1,Canceled,Charles Martin,33962
INN33963,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,22,Corporate,0,0,0,100,0,Not_Canceled,Mitchell White,33963
INN33964,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,Canceled,Erika Mcneil,33964
INN33965,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled,Kristina Allen,33965
INN33966,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,21,Offline,0,0,0,145,1,Not_Canceled,Mr. Isaac Smith,33966
INN33967,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled,Gina Wilson,33967
INN33968,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,1,31,Corporate,0,0,0,66,0,Not_Canceled,Kimberly Richardson,33968
INN33969,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,86.4,0,Canceled,Angela Keller,33969
INN33970,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,10,17,Offline,0,0,0,85,1,Not_Canceled,Daniel Collins,33970
INN33971,2,0,0,1,Meal Plan 1,0,Room_Type 1,98,2018,7,7,Online,0,0,0,114.3,1,Canceled,Patrick Price,33971
INN33972,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Canceled,James Peters,33972
INN33973,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,6,4,Offline,0,0,0,80.75,0,Not_Canceled,Tara Estes,33973
INN33974,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled,Mary Burke,33974
INN33975,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,1,Complementary,0,0,0,0,0,Not_Canceled,Daisy Thompson,33975
INN33976,2,0,1,1,Meal Plan 1,0,Room_Type 4,61,2018,5,28,Online,0,0,0,140.4,2,Not_Canceled,Angela West,33976
INN33977,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Offline,0,0,0,89,0,Canceled,Kara Simmons,33977
INN33978,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,Not_Canceled,Richard Castillo,33978
INN33979,0,2,1,3,Meal Plan 1,0,Room_Type 2,121,2018,2,15,Online,0,0,0,58.91,2,Not_Canceled,Omar Hernandez,33979
INN33980,2,0,0,4,Meal Plan 1,0,Room_Type 4,41,2017,10,14,Online,0,0,0,78.54,1,Not_Canceled,Michael Grant,33980
INN33981,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,23,Online,0,0,0,133.2,0,Canceled,Jessica Williams,33981
INN33982,2,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,10,21,Online,0,0,0,180,2,Not_Canceled,Brad Davis,33982
INN33983,2,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,6,10,Online,0,0,0,111.11,1,Not_Canceled,Casey Gomez,33983
INN33984,2,0,2,1,Meal Plan 1,0,Room_Type 4,69,2018,5,7,Online,0,0,0,140.4,3,Not_Canceled,John Johnson,33984
INN33985,2,0,2,0,Meal Plan 1,0,Room_Type 1,41,2018,3,20,Online,0,0,0,99,1,Not_Canceled,Julie Cortez,33985
INN33986,2,0,1,2,Meal Plan 1,0,Room_Type 4,60,2018,4,1,Online,0,0,0,106.2,1,Not_Canceled,Carrie Mckinney,33986
INN33987,2,0,1,1,Meal Plan 1,1,Room_Type 1,63,2018,7,18,Online,0,0,0,114.3,2,Not_Canceled,Olivia Wilkinson,33987
INN33988,1,0,2,2,Meal Plan 1,0,Room_Type 1,149,2018,1,17,Offline,0,0,0,71,0,Not_Canceled,Lindsey Rodriguez,33988
INN33989,2,0,1,3,Meal Plan 2,0,Room_Type 1,29,2018,10,31,Online,0,0,0,149.1,2,Not_Canceled,Diana Bowman,33989
INN33990,2,0,0,3,Not Selected,0,Room_Type 1,47,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled,Jeffery Lyons,33990
INN33991,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77,0,Canceled,Angela Strong,33991
INN33992,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,58,0,Not_Canceled,Richard Hahn,33992
INN33993,2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2017,8,14,Online,0,0,0,76.5,1,Not_Canceled,Felicia Kennedy,33993
INN33994,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,22,Online,0,0,0,120,1,Not_Canceled,Misty Rivera,33994
INN33995,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled,Beverly Gardner,33995
INN33996,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2018,7,14,Offline,0,0,0,112,1,Canceled,Michael Williams,33996
INN33997,2,2,1,3,Meal Plan 1,0,Room_Type 7,32,2018,5,26,Online,0,0,0,208.66,2,Not_Canceled,Blake Graham,33997
INN33998,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90,0,Canceled,Elizabeth Nichols,33998
INN33999,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,19.15,0,Canceled,John Norris,33999
INN34000,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled,Sherri Johnson,34000
INN34001,2,0,2,2,Meal Plan 2,0,Room_Type 1,224,2018,10,29,Online,0,0,0,121.13,2,Canceled,Zoe Davis,34001
INN34002,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,9,26,Online,0,0,0,108,2,Not_Canceled,Heather Stephens,34002
INN34003,2,0,0,4,Meal Plan 2,0,Room_Type 1,78,2018,3,23,Offline,0,0,0,109.18,1,Not_Canceled,Terrence Hancock,34003
INN34004,2,0,2,2,Not Selected,0,Room_Type 1,53,2018,11,19,Online,0,0,0,74.8,1,Not_Canceled,John White,34004
INN34005,2,0,2,3,Meal Plan 1,0,Room_Type 1,189,2018,7,30,Online,0,0,0,90.95,1,Not_Canceled,Penny Gray,34005
INN34006,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,3,11,Online,0,0,0,71.1,0,Not_Canceled,Kimberly Orozco,34006
INN34007,2,0,0,4,Not Selected,0,Room_Type 1,102,2018,12,13,Online,0,0,0,74.8,3,Not_Canceled,Sherri Wells,34007
INN34008,3,0,0,3,Meal Plan 1,0,Room_Type 1,28,2017,11,17,Offline,0,0,0,51.6,1,Not_Canceled,Leon Johnson,34008
INN34009,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,8,Online,0,0,0,79,1,Not_Canceled,Roger Ferguson,34009
INN34010,2,0,0,1,Meal Plan 1,0,Room_Type 1,216,2018,8,5,Online,0,0,0,96.3,1,Canceled,Michelle Klein,34010
INN34011,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,9,27,Online,0,0,0,155.08,1,Not_Canceled,Jay Castro,34011
INN34012,2,0,2,1,Not Selected,0,Room_Type 1,98,2018,4,9,Online,0,0,0,82.5,0,Not_Canceled,Thomas Decker,34012
INN34013,2,0,0,3,Meal Plan 1,0,Room_Type 4,18,2018,9,15,Online,0,0,0,174,2,Not_Canceled,Willie Johnson,34013
INN34014,2,0,0,3,Meal Plan 1,0,Room_Type 5,5,2018,12,7,Offline,0,0,0,119.8,1,Not_Canceled,Michael Nielsen,34014
INN34015,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,2,Offline,0,0,0,64,0,Not_Canceled,Amanda Hicks,34015
INN34016,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75,0,Canceled,Jeremy Murphy,34016
INN34017,2,0,0,4,Meal Plan 1,0,Room_Type 1,33,2018,3,15,Online,0,0,0,81.9,1,Not_Canceled,Amy Chambers,34017
INN34018,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,25,Corporate,0,0,0,67,0,Not_Canceled,Steven Pearson,34018
INN34019,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,2,17,Online,0,0,0,79,1,Not_Canceled,Matthew Roberts,34019
INN34020,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105,0,Canceled,Jessica Griffin,34020
INN34021,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,8,10,Online,0,0,0,114,0,Not_Canceled,Johnny Short,34021
INN34022,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,1,Not_Canceled,Jacob Hayes,34022
INN34023,2,0,2,3,Not Selected,0,Room_Type 1,84,2018,7,17,Online,0,0,0,96.3,0,Canceled,Brian Jones,34023
INN34024,2,0,2,5,Meal Plan 2,0,Room_Type 1,136,2018,7,13,Online,0,0,0,131.75,0,Not_Canceled,Cheyenne Ramos,34024
INN34025,2,0,0,2,Not Selected,0,Room_Type 1,4,2017,9,2,Online,0,0,0,73.92,1,Not_Canceled,Anthony Lopez,34025
INN34026,2,0,2,5,Meal Plan 1,0,Room_Type 1,207,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled,Lori Mcintyre,34026
INN34027,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,26,Offline,0,0,0,90,0,Not_Canceled,Joseph Atkins,34027
INN34028,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,4,28,Offline,0,0,0,80.75,0,Not_Canceled,Evelyn Andrews,34028
INN34029,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135,1,Not_Canceled,Tracy Garcia,34029
INN34030,3,0,0,2,Meal Plan 1,0,Room_Type 4,78,2018,7,20,Online,0,0,0,142.2,2,Not_Canceled,Robert Green,34030
INN34031,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,9,6,Online,0,0,0,135.75,2,Not_Canceled,Gregory Smith,34031
INN34032,1,0,0,2,Meal Plan 1,0,Room_Type 2,0,2018,3,16,Offline,0,0,0,31,0,Not_Canceled,Richard Graham,34032
INN34033,1,0,0,1,Not Selected,0,Room_Type 1,5,2018,12,21,Online,0,0,0,78,2,Not_Canceled,Elizabeth Thomas,34033
INN34034,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled,Scott Davis,34034
INN34035,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91,0,Not_Canceled,Jennifer Wise,34035
INN34036,2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,170.1,1,Not_Canceled,Marissa Robbins,34036
INN34037,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled,Thomas Chase,34037
INN34038,2,0,2,1,Meal Plan 1,0,Room_Type 4,61,2017,11,14,Online,0,0,0,81.9,2,Not_Canceled,Colleen Wilson,34038
INN34039,2,0,2,1,Meal Plan 1,0,Room_Type 1,56,2018,8,28,Online,0,0,0,109.8,0,Canceled,Amy Hebert,34039
INN34040,3,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,2,26,Online,0,0,0,121.5,1,Canceled,Donald Bernard,34040
INN34041,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2017,8,11,Online,0,0,0,76.5,0,Canceled,Christy Crawford,34041
INN34042,2,0,2,1,Not Selected,0,Room_Type 5,18,2018,10,30,Online,0,0,0,145,0,Not_Canceled,Michael Livingston,34042
INN34043,3,0,2,1,Meal Plan 1,0,Room_Type 4,52,2018,8,27,Online,0,0,0,150.9,1,Canceled,Tara Ruiz,34043
INN34044,1,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,6,21,Online,0,0,0,94.5,1,Not_Canceled,Ashley Vaughn,34044
INN34045,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2018,2,14,Online,0,0,0,72.07,1,Not_Canceled,Matthew Floyd,34045
INN34046,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,11,18,Corporate,1,0,3,65,0,Not_Canceled,Marc Howe,34046
INN34047,2,0,2,0,Not Selected,0,Room_Type 1,150,2018,10,30,Online,0,0,0,80.1,0,Canceled,Michelle Morgan,34047
INN34048,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,12,2,Offline,0,0,0,75,0,Not_Canceled,Cory Diaz,34048
INN34049,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,Canceled,Brian Powell,34049
INN34050,2,0,0,5,Meal Plan 1,0,Room_Type 1,67,2018,12,20,Online,0,0,0,64.67,1,Not_Canceled,Craig Morgan,34050
INN34051,2,1,2,3,Meal Plan 1,0,Room_Type 1,17,2018,11,27,Online,0,0,0,97.7,0,Canceled,Luis Wong,34051
INN34052,2,0,2,4,Not Selected,0,Room_Type 1,3,2017,10,4,Online,0,0,0,133,2,Not_Canceled,William Randolph,34052
INN34053,2,0,2,1,Meal Plan 1,0,Room_Type 4,41,2018,9,18,Online,0,0,0,149.4,1,Canceled,Marcia Hughes,34053
INN34054,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2017,10,12,Corporate,0,0,0,100,0,Not_Canceled,Cameron Adams,34054
INN34055,2,0,0,2,Not Selected,0,Room_Type 1,128,2018,6,30,Online,0,0,0,65.83,1,Not_Canceled,Jesse Harmon,34055
INN34056,2,0,0,4,Meal Plan 1,0,Room_Type 4,84,2018,4,27,Online,0,0,0,118.15,1,Not_Canceled,Joseph Ware,34056
INN34057,2,0,0,2,Meal Plan 1,0,Room_Type 1,130,2018,11,25,Online,0,0,0,90,2,Not_Canceled,Holly Hill,34057
INN34058,2,0,2,1,Meal Plan 1,0,Room_Type 1,42,2018,10,2,Online,0,0,0,113.4,0,Canceled,Renee Martinez,34058
INN34059,2,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,6,23,Online,0,0,0,124,1,Not_Canceled,Shelley Richard,34059
INN34060,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,Anna Torres,34060
INN34061,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,4,17,Online,0,0,0,89,2,Not_Canceled,Luke Taylor,34061
INN34062,2,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,4,12,Online,0,0,0,105.82,1,Not_Canceled,Sara Henderson,34062
INN34063,2,0,0,1,Meal Plan 1,0,Room_Type 1,207,2018,10,4,Online,0,0,0,108.9,3,Not_Canceled,Tracy Salas,34063
INN34064,2,0,1,4,Meal Plan 1,0,Room_Type 1,11,2017,11,2,Online,0,0,0,73.95,1,Not_Canceled,Jessica Mann,34064
INN34065,2,0,2,5,Meal Plan 1,0,Room_Type 1,94,2018,4,12,Online,0,0,0,69.1,1,Not_Canceled,Bryan Mercado,34065
INN34066,2,0,2,3,Meal Plan 1,0,Room_Type 1,230,2018,6,19,Offline,0,0,0,80.75,0,Not_Canceled,Drew Dennis,34066
INN34067,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,2018,3,20,Offline,0,0,0,75,1,Not_Canceled,William Miller,34067
INN34068,1,0,1,0,Meal Plan 1,0,Room_Type 1,110,2018,10,9,Offline,0,0,0,120,0,Not_Canceled,John Gardner,34068
INN34069,2,0,2,2,Meal Plan 1,0,Room_Type 4,85,2018,5,15,Online,0,0,0,132.6,1,Not_Canceled,Jon Duncan,34069
INN34070,2,0,0,3,Meal Plan 1,0,Room_Type 1,33,2018,2,4,Online,0,0,0,69.5,0,Not_Canceled,Miranda Chapman,34070
INN34071,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,4,11,Online,0,0,0,99.45,0,Canceled,Pamela Wallace,34071
INN34072,2,1,0,3,Meal Plan 1,0,Room_Type 1,34,2018,3,22,Online,0,0,0,115.2,0,Canceled,Nicole Clark,34072
INN34073,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,9,30,Corporate,1,0,1,110,1,Not_Canceled,Mr. Christopher Shaffer,34073
INN34074,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled,Scott Guzman,34074
INN34075,2,0,2,2,Not Selected,0,Room_Type 1,96,2018,12,4,Online,0,0,0,57.6,1,Not_Canceled,Ann Woodward,34075
INN34076,2,0,1,1,Not Selected,0,Room_Type 1,3,2018,12,19,Online,0,0,0,79.5,2,Not_Canceled,Wendy Diaz,34076
INN34077,2,0,2,0,Meal Plan 2,0,Room_Type 1,196,2018,8,21,Online,0,0,0,139.5,0,Canceled,Cristina Harris,34077
INN34078,2,0,2,5,Meal Plan 1,0,Room_Type 4,15,2018,5,30,Online,0,0,0,128.84,0,Canceled,Amber Thomas,34078
INN34079,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2018,4,28,Online,0,0,0,120,1,Not_Canceled,Sara Armstrong,34079
INN34080,2,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,2,17,Online,0,0,0,106,1,Not_Canceled,Heather Copeland,34080
INN34081,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,19,Complementary,0,0,0,0,0,Not_Canceled,Aaron Padilla,34081
INN34082,2,0,1,4,Meal Plan 1,0,Room_Type 1,73,2018,3,16,Online,0,0,0,79.05,1,Canceled,Joseph Yang,34082
INN34083,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,0,Canceled,Heather Thompson,34083
INN34084,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2018,6,19,Online,0,0,0,141,1,Not_Canceled,Natasha Jennings,34084
INN34085,2,0,1,3,Meal Plan 1,0,Room_Type 4,50,2018,3,28,Online,0,0,0,98.6,0,Canceled,Joshua Harris,34085
INN34086,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled,Elaine Hall,34086
INN34087,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2018,11,20,Offline,0,0,0,75,0,Not_Canceled,Kevin Avila,34087
INN34088,2,3,2,5,Meal Plan 1,0,Room_Type 7,103,2018,8,2,Online,0,0,0,198.98,1,Not_Canceled,Michael Johnston,34088
INN34089,1,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,5,8,Corporate,1,0,2,65,0,Not_Canceled,Daniel Hayes,34089
INN34090,2,0,0,1,Meal Plan 1,0,Room_Type 1,111,2018,4,26,Online,0,0,0,96.3,1,Not_Canceled,Raymond Fox MD,34090
INN34091,2,0,2,1,Meal Plan 1,0,Room_Type 1,67,2017,11,1,Offline,0,0,0,32.71,0,Not_Canceled,Shaun Charles,34091
INN34092,2,0,0,5,Meal Plan 1,0,Room_Type 1,49,2018,3,1,Online,0,0,0,76.33,0,Canceled,David Mullen,34092
INN34093,2,0,6,16,Not Selected,0,Room_Type 1,14,2018,2,3,Online,0,0,0,64.05,0,Canceled,Gary Howard,34093
INN34094,2,0,1,3,Meal Plan 1,0,Room_Type 1,19,2017,10,1,Online,0,0,0,111.75,1,Canceled,Jamie Flores,34094
INN34095,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,2018,4,29,Online,0,0,0,99.3,1,Not_Canceled,Amber Wiggins,34095
INN34096,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2018,10,3,Online,0,0,0,105.3,0,Canceled,Andrew Henderson,34096
INN34097,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled,James Higgins,34097
INN34098,2,0,2,2,Meal Plan 1,0,Room_Type 2,99,2018,2,14,Online,0,0,0,79.5,2,Not_Canceled,Jacob Wade,34098
INN34099,2,0,1,1,Meal Plan 1,0,Room_Type 1,54,2018,12,5,Online,0,0,0,93.6,2,Not_Canceled,Kathleen Burton,34099
INN34100,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,17,Online,0,0,0,128,2,Not_Canceled,Ashley Miller,34100
INN34101,2,0,2,4,Meal Plan 1,0,Room_Type 1,53,2018,11,13,Online,0,0,0,88.4,1,Not_Canceled,Mary Miller,34101
INN34102,2,0,0,4,Meal Plan 1,0,Room_Type 1,180,2018,10,26,Online,0,0,0,66.49,1,Not_Canceled,Kevin Holt,34102
INN34103,1,0,0,1,Not Selected,0,Room_Type 1,53,2018,4,2,Online,0,0,0,75.6,1,Not_Canceled,Dennis Watson,34103
INN34104,2,0,1,5,Meal Plan 1,0,Room_Type 4,184,2018,6,6,Online,0,0,0,115.32,1,Canceled,Daniel Hughes,34104
INN34105,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,1,Online,0,0,0,73.88,3,Not_Canceled,Kimberly Carter,34105
INN34106,2,0,0,1,Meal Plan 1,0,Room_Type 4,102,2018,6,3,Online,0,0,0,140.4,0,Not_Canceled,Diane Hammond,34106
INN34107,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,12,2,Online,0,0,0,93.8,0,Not_Canceled,Vanessa Alexander,34107
INN34108,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,10,13,Offline,0,0,0,76.5,0,Not_Canceled,Ashley Brooks,34108
INN34109,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,Not_Canceled,Nicole Farmer,34109
INN34110,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,3,20,Online,0,0,0,77.35,1,Not_Canceled,Virginia Rodriguez,34110
INN34111,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,Nancy Mccoy,34111
INN34112,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Aviation,0,0,0,95,0,Not_Canceled,Bruce Frey,34112
